work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,Cumulative_Savings10%_of_their_salary_annually
2023,Entry level,Full-time,Applied Scientist,204620,USD,204620,US,On-Site,US,LARGE,20462.0
2023,Entry level,Full-time,Applied Scientist,110680,USD,110680,US,On-Site,US,LARGE,11068.0
2023,Senior,Full-time,Data Engineer,270703,USD,270703,US,On-Site,US,MEDIUM,27070.3
2023,Senior,Full-time,Data Engineer,221484,USD,221484,US,On-Site,US,MEDIUM,22148.4
2023,Senior,Full-time,Data Scientist,212750,USD,212750,US,Full-Remote,US,MEDIUM,21275.0
2023,Senior,Full-time,Data Scientist,185000,USD,185000,US,Full-Remote,US,MEDIUM,18500.0
2023,Senior,Full-time,Data Scientist,262000,USD,262000,US,Full-Remote,US,MEDIUM,26200.0
2023,Senior,Full-time,Data Scientist,245000,USD,245000,US,Full-Remote,US,MEDIUM,24500.0
2023,Senior,Full-time,Data Scientist,275300,USD,275300,US,Full-Remote,US,MEDIUM,27530.0
2023,Senior,Full-time,Data Scientist,183500,USD,183500,US,Full-Remote,US,MEDIUM,18350.0
2023,Senior,Full-time,Data Scientist,218500,USD,218500,US,Full-Remote,US,MEDIUM,21850.0
2023,Senior,Full-time,Data Scientist,199098,USD,199098,US,Full-Remote,US,MEDIUM,19909.8
2023,Senior,Full-time,Data Engineer,203300,USD,203300,US,Full-Remote,US,MEDIUM,20330.0
2023,Senior,Full-time,Data Engineer,123600,USD,123600,US,Full-Remote,US,MEDIUM,12360.0
2023,Senior,Full-time,Research Engineer,189110,USD,189110,US,On-Site,US,MEDIUM,18911.0
2023,Senior,Full-time,Research Engineer,139000,USD,139000,US,On-Site,US,MEDIUM,13900.0
2023,Executive level,Full-time,Data Scientist,258750,USD,258750,US,On-Site,US,MEDIUM,25875.0
2023,Executive level,Full-time,Data Scientist,185000,USD,185000,US,On-Site,US,MEDIUM,18500.0
2023,Senior,Full-time,Data Engineer,231500,USD,231500,US,Full-Remote,US,MEDIUM,23150.0
2023,Senior,Full-time,Data Engineer,166000,USD,166000,US,Full-Remote,US,MEDIUM,16600.0
2023,Senior,Full-time,Data Scientist,172500,USD,172500,US,Full-Remote,US,MEDIUM,17250.0
2023,Senior,Full-time,Data Scientist,110500,USD,110500,US,Full-Remote,US,MEDIUM,11050.0
2023,Senior,Full-time,Data Engineer,238000,USD,238000,US,On-Site,US,MEDIUM,23800.0
2023,Senior,Full-time,Data Engineer,176000,USD,176000,US,On-Site,US,MEDIUM,17600.0
2023,Senior,Full-time,Data Engineer,237000,USD,237000,US,Full-Remote,US,MEDIUM,23700.0
2023,Senior,Full-time,Data Engineer,201450,USD,201450,US,Full-Remote,US,MEDIUM,20145.0
2023,Senior,Full-time,Applied Scientist,309400,USD,309400,US,On-Site,US,LARGE,30940.0
2023,Senior,Full-time,Applied Scientist,159100,USD,159100,US,On-Site,US,LARGE,15910.0
2023,Senior,Full-time,Data Engineer,115000,USD,115000,US,On-Site,US,MEDIUM,11500.0
2023,Senior,Full-time,Data Engineer,81500,USD,81500,US,On-Site,US,MEDIUM,8150.0
2023,Senior,Full-time,Data Scientist,237000,USD,237000,US,Full-Remote,US,MEDIUM,23700.0
2023,Senior,Full-time,Data Scientist,201450,USD,201450,US,Full-Remote,US,MEDIUM,20145.0
2023,Senior,Full-time,Computer Vision Engineer,280000,USD,280000,US,On-Site,US,MEDIUM,28000.0
2023,Senior,Full-time,Computer Vision Engineer,210000,USD,210000,US,On-Site,US,MEDIUM,21000.0
2023,Senior,Full-time,Data Architect,280100,USD,280100,US,Full-Remote,US,MEDIUM,28010.0
2023,Senior,Full-time,Data Architect,168100,USD,168100,US,Full-Remote,US,MEDIUM,16810.0
2023,Senior,Full-time,Data Engineer,193500,USD,193500,US,Full-Remote,US,MEDIUM,19350.0
2023,Senior,Full-time,Data Engineer,139000,USD,139000,US,Full-Remote,US,MEDIUM,13900.0
2023,Mid/Intermediate level,Full-time,Data Scientist,510000,HKD,65062,HK,On-Site,HK,LARGE,51000.0
2023,Senior,Full-time,Machine Learning Engineer,150000,USD,150000,PT,Full-Remote,US,MEDIUM,15000.0
2023,Mid/Intermediate level,Full-time,Applied Machine Learning Engineer,65000,EUR,69751,IN,Full-Remote,DE,SMALL,6500.0
2022,Entry level,Full-time,AI Developer,300000,USD,300000,IN,Half-Remote,IN,LARGE,60000.0
2023,Mid/Intermediate level,Full-time,Machine Learning Engineer,90000,EUR,96578,NL,Full-Remote,NL,LARGE,9000.0
2023,Senior,Full-time,Business Intelligence Engineer,185900,USD,185900,US,On-Site,US,MEDIUM,18590.0
2023,Senior,Full-time,Business Intelligence Engineer,129300,USD,129300,US,On-Site,US,MEDIUM,12930.0
2023,Senior,Full-time,Data Engineer,225000,USD,225000,US,Full-Remote,US,MEDIUM,22500.0
2023,Senior,Full-time,Data Engineer,175000,USD,175000,US,Full-Remote,US,MEDIUM,17500.0
2023,Senior,Full-time,Data Engineer,185000,USD,185000,US,On-Site,US,MEDIUM,18500.0
2023,Senior,Full-time,Data Engineer,140000,USD,140000,US,On-Site,US,MEDIUM,14000.0
2023,Senior,Full-time,Data Scientist,45000,EUR,48289,ES,On-Site,ES,MEDIUM,4500.0
2023,Senior,Full-time,Data Scientist,36000,EUR,38631,ES,On-Site,ES,MEDIUM,3600.0
2023,Senior,Full-time,Data Scientist,105000,USD,105000,US,On-Site,US,MEDIUM,10500.0
2023,Senior,Full-time,Data Scientist,70000,USD,70000,US,On-Site,US,MEDIUM,7000.0
2023,Entry level,Full-time,Machine Learning Engineer,163196,USD,163196,US,On-Site,US,MEDIUM,16319.6
2023,Entry level,Full-time,Machine Learning Engineer,145885,USD,145885,US,On-Site,US,MEDIUM,14588.5
2023,Senior,Full-time,Data Engineer,217000,USD,217000,US,Full-Remote,US,MEDIUM,21700.0
2023,Senior,Full-time,Data Engineer,185000,USD,185000,US,Full-Remote,US,MEDIUM,18500.0
2023,Senior,Full-time,Data Analyst,202800,USD,202800,US,On-Site,US,LARGE,20280.0
2023,Senior,Full-time,Data Analyst,104300,USD,104300,US,On-Site,US,LARGE,10430.0
2023,Senior,Full-time,Data Analyst,145000,USD,145000,US,On-Site,US,MEDIUM,14500.0
2023,Senior,Full-time,Data Analyst,65000,USD,65000,US,On-Site,US,MEDIUM,6500.0
2023,Senior,Full-time,Data Engineer,165000,USD,165000,US,On-Site,US,MEDIUM,16500.0
2023,Senior,Full-time,Data Engineer,132300,USD,132300,US,On-Site,US,MEDIUM,13230.0
2023,Senior,Full-time,Data Engineer,179170,USD,179170,US,On-Site,US,MEDIUM,17917.0
2023,Senior,Full-time,Data Engineer,94300,USD,94300,US,On-Site,US,MEDIUM,9430.0
2023,Senior,Full-time,Analytics Engineer,152500,USD,152500,US,On-Site,US,MEDIUM,15250.0
2023,Senior,Full-time,Analytics Engineer,116450,USD,116450,US,On-Site,US,MEDIUM,11645.0
2023,Senior,Full-time,Data Engineer,247300,USD,247300,US,On-Site,US,MEDIUM,24730.0
2023,Senior,Full-time,Data Engineer,133800,USD,133800,US,On-Site,US,MEDIUM,13380.0
2023,Senior,Full-time,Research Engineer,203000,USD,203000,US,On-Site,US,MEDIUM,20300.0
2023,Senior,Full-time,Research Engineer,133000,USD,133000,US,On-Site,US,MEDIUM,13300.0
2023,Entry level,Full-time,Research Scientist,220000,USD,220000,US,Half-Remote,US,LARGE,22000.0
2022,Entry level,Full-time,Machine Learning Engineer,54000,CHF,56536,CH,Full-Remote,CH,SMALL,10800.0
2023,Senior,Full-time,Data Scientist,150000,USD,150000,US,On-Site,US,MEDIUM,15000.0
2023,Senior,Full-time,Data Scientist,120000,USD,120000,US,On-Site,US,MEDIUM,12000.0
2023,Senior,Full-time,Analytics Engineer,289800,USD,289800,US,On-Site,US,MEDIUM,28980.0
2023,Senior,Full-time,Analytics Engineer,214000,USD,214000,US,On-Site,US,MEDIUM,21400.0
2023,Senior,Full-time,Analytics Engineer,179820,USD,179820,US,On-Site,US,MEDIUM,17982.0
2023,Senior,Full-time,Analytics Engineer,143860,USD,143860,US,On-Site,US,MEDIUM,14386.0
2023,Senior,Full-time,Machine Learning Engineer,283200,USD,283200,US,Full-Remote,US,MEDIUM,28320.0
2023,Senior,Full-time,Machine Learning Engineer,188800,USD,188800,US,Full-Remote,US,MEDIUM,18880.0
2023,Senior,Full-time,Analytics Engineer,289800,USD,289800,US,On-Site,US,MEDIUM,28980.0
2023,Senior,Full-time,Analytics Engineer,214200,USD,214200,US,On-Site,US,MEDIUM,21420.0
2023,Senior,Full-time,Data Engineer,185900,USD,185900,US,On-Site,US,MEDIUM,18590.0
2023,Senior,Full-time,Data Engineer,129300,USD,129300,US,On-Site,US,MEDIUM,12930.0
2023,Senior,Full-time,Data Engineer,252000,USD,252000,US,On-Site,US,MEDIUM,25200.0
2023,Senior,Full-time,Data Engineer,129000,USD,129000,US,On-Site,US,MEDIUM,12900.0
2023,Mid/Intermediate level,Full-time,Data Analytics Manager,155000,USD,155000,US,On-Site,US,MEDIUM,15500.0
2023,Mid/Intermediate level,Full-time,Data Analytics Manager,140000,USD,140000,US,On-Site,US,MEDIUM,14000.0
2023,Senior,Full-time,Data Engineer,161800,USD,161800,US,Full-Remote,US,MEDIUM,16180.0
2023,Senior,Full-time,Data Engineer,141600,USD,141600,US,Full-Remote,US,MEDIUM,14160.0
2023,Senior,Full-time,Machine Learning Engineer,342300,USD,342300,US,On-Site,US,LARGE,34230.0
2023,Senior,Full-time,Machine Learning Engineer,176100,USD,176100,US,On-Site,US,LARGE,17610.0
2023,Mid/Intermediate level,Full-time,Data Engineer,100000,USD,100000,US,Full-Remote,US,MEDIUM,10000.0
2023,Mid/Intermediate level,Full-time,Data Engineer,70000,USD,70000,US,Full-Remote,US,MEDIUM,7000.0
2023,Entry level,Full-time,Data Engineer,85000,USD,85000,US,On-Site,US,MEDIUM,8500.0
2023,Entry level,Full-time,Data Engineer,65000,USD,65000,US,On-Site,US,MEDIUM,6500.0
2023,Senior,Full-time,Data Scientist,138784,USD,138784,US,Full-Remote,US,MEDIUM,13878.4
2023,Senior,Full-time,Data Scientist,83270,USD,83270,US,Full-Remote,US,MEDIUM,8327.0
2023,Entry level,Full-time,Data Analyst,75000,USD,75000,US,On-Site,US,MEDIUM,7500.0
2023,Entry level,Full-time,Data Analyst,70000,USD,70000,US,On-Site,US,MEDIUM,7000.0
2023,Senior,Full-time,Data Analyst,204500,USD,204500,US,On-Site,US,MEDIUM,20450.0
2023,Senior,Full-time,Data Analyst,138900,USD,138900,US,On-Site,US,MEDIUM,13890.0
2023,Senior,Full-time,Machine Learning Engineer,318300,USD,318300,US,Full-Remote,US,MEDIUM,31830.0
2023,Senior,Full-time,Machine Learning Engineer,212200,USD,212200,US,Full-Remote,US,MEDIUM,21220.0
2023,Senior,Full-time,Data Engineer,95000,USD,95000,US,Full-Remote,US,MEDIUM,9500.0
2023,Senior,Full-time,Data Engineer,75000,USD,75000,US,Full-Remote,US,MEDIUM,7500.0
2023,Senior,Full-time,Data Scientist,195000,USD,195000,US,On-Site,US,MEDIUM,19500.0
2023,Senior,Full-time,Data Scientist,160000,USD,160000,US,On-Site,US,MEDIUM,16000.0
2023,Senior,Full-time,Analytics Engineer,230000,USD,230000,US,On-Site,US,MEDIUM,23000.0
2023,Senior,Full-time,Analytics Engineer,143200,USD,143200,US,On-Site,US,MEDIUM,14320.0
2023,Mid/Intermediate level,Full-time,Data Engineer,100000,USD,100000,US,Full-Remote,US,MEDIUM,10000.0
2023,Mid/Intermediate level,Full-time,Data Engineer,70000,USD,70000,US,Full-Remote,US,MEDIUM,7000.0
2023,Mid/Intermediate level,Full-time,Business Data Analyst,105000,USD,105000,US,Half-Remote,US,LARGE,10500.0
2023,Mid/Intermediate level,Full-time,Applied Data Scientist,1700000,INR,20670,IN,Full-Remote,IN,LARGE,170000.0
2023,Mid/Intermediate level,Full-time,Data Analyst,38000,GBP,46178,GB,On-Site,GB,MEDIUM,3800.0
2023,Mid/Intermediate level,Full-time,Data Analyst,35000,GBP,42533,GB,On-Site,GB,MEDIUM,3500.0
2023,Senior,Full-time,Data Engineer,145000,USD,145000,US,On-Site,US,MEDIUM,14500.0
2023,Senior,Full-time,Data Engineer,115000,USD,115000,US,On-Site,US,MEDIUM,11500.0
2023,Senior,Full-time,Data Analyst,168400,USD,168400,US,On-Site,US,MEDIUM,16840.0
2023,Senior,Full-time,Data Analyst,105200,USD,105200,US,On-Site,US,MEDIUM,10520.0
2023,Senior,Full-time,Applied Scientist,309400,USD,309400,US,On-Site,US,LARGE,30940.0
2023,Senior,Full-time,Applied Scientist,159100,USD,159100,US,On-Site,US,LARGE,15910.0
2023,Senior,Full-time,Machine Learning Engineer,190000,USD,190000,US,On-Site,US,MEDIUM,19000.0
2023,Senior,Full-time,Machine Learning Engineer,150000,USD,150000,US,On-Site,US,MEDIUM,15000.0
2023,Mid/Intermediate level,Full-time,Data Engineer,162500,USD,162500,US,On-Site,US,MEDIUM,16250.0
2023,Mid/Intermediate level,Full-time,Data Engineer,130000,USD,130000,US,On-Site,US,MEDIUM,13000.0
2023,Senior,Full-time,Analytics Engineer,150000,USD,150000,US,Full-Remote,US,MEDIUM,15000.0
2023,Senior,Full-time,Analytics Engineer,120000,USD,120000,US,Full-Remote,US,MEDIUM,12000.0
2023,Senior,Full-time,Data Engineer,145000,USD,145000,US,On-Site,US,MEDIUM,14500.0
2023,Senior,Full-time,Data Engineer,120000,USD,120000,US,On-Site,US,MEDIUM,12000.0
2023,Senior,Full-time,Applied Scientist,222200,USD,222200,US,On-Site,US,LARGE,22220.0
2023,Senior,Full-time,Applied Scientist,136000,USD,136000,US,On-Site,US,LARGE,13600.0
2023,Senior,Full-time,Data Analyst,45000,GBP,54685,CF,Full-Remote,CF,MEDIUM,4500.0
2023,Senior,Full-time,Data Analyst,35000,GBP,42533,CF,Full-Remote,CF,MEDIUM,3500.0
2023,Senior,Full-time,Data Engineer,241000,USD,241000,US,On-Site,US,MEDIUM,24100.0
2023,Senior,Full-time,Data Engineer,155000,USD,155000,US,On-Site,US,MEDIUM,15500.0
2023,Senior,Full-time,Data Engineer,220000,USD,220000,US,Full-Remote,US,MEDIUM,22000.0
2023,Senior,Full-time,Data Engineer,190000,USD,190000,US,Full-Remote,US,MEDIUM,19000.0
2023,Mid/Intermediate level,Full-time,Data Scientist,55000,GBP,66837,GB,On-Site,GB,MEDIUM,5500.0
2023,Mid/Intermediate level,Full-time,Data Scientist,45000,GBP,54685,GB,On-Site,GB,MEDIUM,4500.0
2020,Executive level,Full-time,Staff Data Analyst,15000,USD,15000,NG,On-Site,CA,MEDIUM,6000.0
2023,Mid/Intermediate level,Full-time,ETL Engineer,70000,GBP,85066,GB,Full-Remote,GB,MEDIUM,7000.0
2023,Mid/Intermediate level,Full-time,ETL Engineer,47500,GBP,57723,GB,Full-Remote,GB,MEDIUM,4750.0
2023,Entry level,Full-time,Data Analyst,85000,USD,85000,US,Full-Remote,US,MEDIUM,8500.0
2023,Entry level,Full-time,Data Analyst,75000,USD,75000,US,Full-Remote,US,MEDIUM,7500.0
2023,Senior,Full-time,Data Engineer,160000,USD,160000,US,On-Site,US,MEDIUM,16000.0
2023,Senior,Full-time,Data Engineer,140000,USD,140000,US,On-Site,US,MEDIUM,14000.0
2023,Mid/Intermediate level,Full-time,Machine Learning Engineer,300000,USD,300000,US,On-Site,US,MEDIUM,30000.0
2023,Mid/Intermediate level,Full-time,Machine Learning Engineer,250000,USD,250000,US,On-Site,US,MEDIUM,25000.0
2023,Senior,Full-time,Data Scientist,228000,USD,228000,US,On-Site,US,MEDIUM,22800.0
2023,Senior,Full-time,Data Scientist,186000,USD,186000,US,On-Site,US,MEDIUM,18600.0
2023,Senior,Full-time,Data Scientist,190000,USD,190000,US,On-Site,US,MEDIUM,19000.0
2023,Senior,Full-time,Data Scientist,170000,USD,170000,US,On-Site,US,MEDIUM,17000.0
2023,Mid/Intermediate level,Full-time,Research Engineer,230000,USD,230000,US,On-Site,US,MEDIUM,23000.0
2023,Mid/Intermediate level,Full-time,Research Engineer,200000,USD,200000,US,On-Site,US,MEDIUM,20000.0
2023,Senior,Full-time,Data Architect,180000,USD,180000,US,Full-Remote,US,MEDIUM,18000.0
2023,Senior,Full-time,Data Architect,115000,USD,115000,US,Full-Remote,US,MEDIUM,11500.0
2023,Senior,Full-time,Data Architect,200000,USD,200000,US,Full-Remote,US,MEDIUM,20000.0
2023,Senior,Full-time,Data Architect,115000,USD,115000,US,Full-Remote,US,MEDIUM,11500.0
2023,Senior,Full-time,Data DevOps Engineer,50000,EUR,53654,FR,Half-Remote,FR,SMALL,5000.0
2023,Executive level,Full-time,Data Engineer,220000,USD,220000,US,On-Site,US,MEDIUM,22000.0
2023,Executive level,Full-time,Data Engineer,205000,USD,205000,US,On-Site,US,MEDIUM,20500.0
2023,Mid/Intermediate level,Full-time,Data Engineer,180000,USD,180000,US,On-Site,US,MEDIUM,18000.0
2023,Mid/Intermediate level,Full-time,Data Engineer,130000,USD,130000,US,On-Site,US,MEDIUM,13000.0
2023,Senior,Full-time,Data Engineer,200000,USD,200000,US,Full-Remote,US,MEDIUM,20000.0
2023,Senior,Full-time,Data Engineer,150000,USD,150000,US,Full-Remote,US,MEDIUM,15000.0
2023,Senior,Full-time,Computer Vision Engineer,215000,USD,215000,US,On-Site,US,MEDIUM,21500.0
2023,Senior,Full-time,Computer Vision Engineer,170000,USD,170000,US,On-Site,US,MEDIUM,17000.0
2023,Senior,Full-time,Machine Learning Engineer,247500,USD,247500,US,On-Site,US,MEDIUM,24750.0
2023,Senior,Full-time,Machine Learning Engineer,172200,USD,172200,US,On-Site,US,MEDIUM,17220.0
2023,Senior,Full-time,Data Scientist,224000,USD,224000,CA,On-Site,CA,MEDIUM,22400.0
2023,Senior,Full-time,Data Scientist,176000,USD,176000,CA,On-Site,CA,MEDIUM,17600.0
2023,Senior,Full-time,Data Analyst,120000,USD,120000,US,Full-Remote,US,MEDIUM,12000.0
2023,Senior,Full-time,Data Analyst,75000,USD,75000,US,Full-Remote,US,MEDIUM,7500.0
2023,Entry level,Full-time,Data Engineer,1400000,INR,17022,IN,Full-Remote,IN,LARGE,140000.0
2023,Senior,Full-time,Applied Data Scientist,100000,AUD,68318,AU,Full-Remote,FI,MEDIUM,10000.0
2023,Mid/Intermediate level,Full-time,AI Developer,100000,SGD,75020,FI,On-Site,FI,MEDIUM,10000.0
2023,Senior,Full-time,Data Analyst,140000,USD,140000,US,On-Site,US,MEDIUM,14000.0
2023,Senior,Full-time,Data Analyst,120000,USD,120000,US,On-Site,US,MEDIUM,12000.0
2023,Senior,Full-time,Data Engineer,128000,USD,128000,US,On-Site,US,MEDIUM,12800.0
2023,Senior,Full-time,Data Engineer,81500,USD,81500,US,On-Site,US,MEDIUM,8150.0
2023,Senior,Full-time,Data Engineer,145000,USD,145000,US,On-Site,US,MEDIUM,14500.0
2023,Senior,Full-time,Data Engineer,115000,USD,115000,US,On-Site,US,MEDIUM,11500.0
2023,Senior,Full-time,Data Engineer,185000,USD,185000,US,On-Site,US,MEDIUM,18500.0
2023,Senior,Full-time,Data Engineer,140000,USD,140000,US,On-Site,US,MEDIUM,14000.0
2023,Executive level,Full-time,Head of Data,329500,USD,329500,US,On-Site,US,MEDIUM,32950.0
2023,Executive level,Full-time,Head of Data,269600,USD,269600,US,On-Site,US,MEDIUM,26960.0
2023,Senior,Full-time,Data Quality Analyst,100000,USD,100000,US,On-Site,US,MEDIUM,10000.0
2023,Senior,Full-time,Data Quality Analyst,80000,USD,80000,US,On-Site,US,MEDIUM,8000.0
2023,Senior,Full-time,Data Scientist,250000,USD,250000,US,On-Site,US,MEDIUM,25000.0
2023,Senior,Full-time,Data Scientist,162500,USD,162500,US,On-Site,US,MEDIUM,16250.0
2023,Mid/Intermediate level,Full-time,AI Developer,200000,USD,200000,US,Full-Remote,US,MEDIUM,20000.0
2023,Senior,Full-time,Data Engineer,145000,USD,145000,US,On-Site,US,MEDIUM,14500.0
2023,Senior,Full-time,Data Engineer,100000,USD,100000,US,On-Site,US,MEDIUM,10000.0
2023,Executive level,Full-time,Data Engineer,145000,USD,145000,US,On-Site,US,MEDIUM,14500.0
2023,Executive level,Full-time,Data Engineer,115000,USD,115000,US,On-Site,US,MEDIUM,11500.0
2023,Senior,Full-time,Data Scientist,203500,USD,203500,US,On-Site,US,MEDIUM,20350.0
2023,Senior,Full-time,Data Scientist,152000,USD,152000,US,On-Site,US,MEDIUM,15200.0
2023,Senior,Full-time,Data Scientist,239000,USD,239000,US,On-Site,US,LARGE,23900.0
2023,Senior,Full-time,Data Scientist,122900,USD,122900,US,On-Site,US,LARGE,12290.0
2023,Senior,Full-time,Data Scientist,237000,USD,237000,US,On-Site,US,MEDIUM,23700.0
2023,Senior,Full-time,Data Scientist,145000,USD,145000,US,On-Site,US,MEDIUM,14500.0
2023,Senior,Full-time,Data Science Manager,191765,USD,191765,US,On-Site,US,MEDIUM,19176.5
2023,Senior,Full-time,Data Science Manager,134236,USD,134236,US,On-Site,US,MEDIUM,13423.6
2023,Senior,Full-time,Analytics Engineer,190000,USD,190000,US,Full-Remote,US,MEDIUM,19000.0
2023,Senior,Full-time,Analytics Engineer,112000,USD,112000,US,Full-Remote,US,MEDIUM,11200.0
2022,Senior,Full-time,Data Scientist,84000,EUR,88256,ES,Full-Remote,GB,LARGE,16800.0
2023,Entry level,Full-time,Data Engineer,85000,USD,85000,US,On-Site,US,MEDIUM,8500.0
2023,Entry level,Full-time,Data Engineer,65000,USD,65000,US,On-Site,US,MEDIUM,6500.0
2023,Senior,Full-time,Data Analyst,135000,USD,135000,US,On-Site,US,MEDIUM,13500.0
2023,Senior,Full-time,Data Analyst,105500,USD,105500,US,On-Site,US,MEDIUM,10550.0
2023,Senior,Full-time,Research Engineer,293000,USD,293000,US,On-Site,US,MEDIUM,29300.0
2023,Senior,Full-time,Research Engineer,185000,USD,185000,US,On-Site,US,MEDIUM,18500.0
2023,Senior,Full-time,Data Analyst,80000,USD,80000,US,On-Site,US,MEDIUM,8000.0
2023,Senior,Full-time,Data Analyst,70000,USD,70000,US,On-Site,US,MEDIUM,7000.0
2023,Senior,Full-time,Data Engineer,220000,USD,220000,US,Full-Remote,US,MEDIUM,22000.0
2023,Senior,Full-time,Data Engineer,160000,USD,160000,US,Full-Remote,US,MEDIUM,16000.0
2023,Senior,Full-time,Data Scientist,175000,USD,175000,US,Full-Remote,US,MEDIUM,17500.0
2023,Senior,Full-time,Data Scientist,145000,USD,145000,US,Full-Remote,US,MEDIUM,14500.0
2023,Senior,Full-time,Data Analyst,200000,USD,200000,US,On-Site,US,MEDIUM,20000.0
2023,Senior,Full-time,Data Analyst,148500,USD,148500,US,On-Site,US,MEDIUM,14850.0
2023,Senior,Full-time,Data Scientist,45000,EUR,48289,ES,On-Site,ES,MEDIUM,4500.0
2023,Senior,Full-time,Data Scientist,36000,EUR,38631,ES,On-Site,ES,MEDIUM,3600.0
2023,Senior,Full-time,Data Engineer,240500,USD,240500,US,On-Site,US,LARGE,24050.0
2023,Senior,Full-time,Data Engineer,123700,USD,123700,US,On-Site,US,LARGE,12370.0
