work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,Cumulative_Savings10%_of_their_salary_annually
2023,MI,FT,Data Scientist,510000,HKD,65062,HK,0,HK,L,51000
2023,SE,FT,Machine Learning Engineer,150000,USD,150000,PT,100,US,M,15000
2023,MI,FT,Applied Machine Learning Engineer,65000,EUR,69751,IN,100,DE,S,6500
2022,EN,FT,AI Developer,300000,USD,300000,IN,50,IN,L,60000
2023,MI,FT,Machine Learning Engineer,90000,EUR,96578,NL,100,NL,L,9000
2023,SE,FT,Business Intelligence Engineer,185900,USD,185900,US,0,US,M,18590
2023,SE,FT,Business Intelligence Engineer,129300,USD,129300,US,0,US,M,12930
2023,SE,FT,Data Engineer,225000,USD,225000,US,100,US,M,22500
2023,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M,17500
2023,SE,FT,Data Engineer,185000,USD,185000,US,0,US,M,18500
2023,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,14000
2023,SE,FT,Data Scientist,45000,EUR,48289,ES,0,ES,M,4500
2023,SE,FT,Data Scientist,36000,EUR,38631,ES,0,ES,M,3600
2023,SE,FT,Data Scientist,105000,USD,105000,US,0,US,M,10500
2023,SE,FT,Data Scientist,70000,USD,70000,US,0,US,M,7000
2023,EN,FT,Machine Learning Engineer,163196,USD,163196,US,0,US,M,16319.6
2023,EN,FT,Machine Learning Engineer,145885,USD,145885,US,0,US,M,14588.5
2023,SE,FT,Data Engineer,217000,USD,217000,US,100,US,M,21700
2023,SE,FT,Data Engineer,185000,USD,185000,US,100,US,M,18500
2023,SE,FT,Data Analyst,202800,USD,202800,US,0,US,L,20280
2023,SE,FT,Data Analyst,104300,USD,104300,US,0,US,L,10430
2023,SE,FT,Data Analyst,145000,USD,145000,US,0,US,M,14500
2023,SE,FT,Data Analyst,65000,USD,65000,US,0,US,M,6500
2023,SE,FT,Data Engineer,165000,USD,165000,US,0,US,M,16500
2023,SE,FT,Data Engineer,132300,USD,132300,US,0,US,M,13230
2023,SE,FT,Data Engineer,179170,USD,179170,US,0,US,M,17917
2023,SE,FT,Data Engineer,94300,USD,94300,US,0,US,M,9430
2023,SE,FT,Analytics Engineer,152500,USD,152500,US,0,US,M,15250
2023,SE,FT,Analytics Engineer,116450,USD,116450,US,0,US,M,11645
2023,SE,FT,Data Engineer,247300,USD,247300,US,0,US,M,24730
2023,SE,FT,Data Engineer,133800,USD,133800,US,0,US,M,13380
2023,SE,FT,Research Engineer,203000,USD,203000,US,0,US,M,20300
2023,SE,FT,Research Engineer,133000,USD,133000,US,0,US,M,13300
2023,EN,FT,Research Scientist,220000,USD,220000,US,50,US,L,22000
2022,EN,FT,Machine Learning Engineer,54000,CHF,56536,CH,100,CH,S,10800
2023,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M,15000
2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M,12000
2023,SE,FT,Analytics Engineer,289800,USD,289800,US,0,US,M,28980
2023,SE,FT,Analytics Engineer,214000,USD,214000,US,0,US,M,21400
2023,SE,FT,Analytics Engineer,179820,USD,179820,US,0,US,M,17982
2023,SE,FT,Analytics Engineer,143860,USD,143860,US,0,US,M,14386
2023,SE,FT,Machine Learning Engineer,283200,USD,283200,US,100,US,M,28320
2023,SE,FT,Machine Learning Engineer,188800,USD,188800,US,100,US,M,18880
2023,SE,FT,Analytics Engineer,289800,USD,289800,US,0,US,M,28980
2023,SE,FT,Analytics Engineer,214200,USD,214200,US,0,US,M,21420
2023,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M,18590
2023,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M,12930
2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,25200
2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,12900
2023,MI,FT,Data Analytics Manager,155000,USD,155000,US,0,US,M,15500
2023,MI,FT,Data Analytics Manager,140000,USD,140000,US,0,US,M,14000
2023,SE,FT,Data Engineer,161800,USD,161800,US,100,US,M,16180
2023,SE,FT,Data Engineer,141600,USD,141600,US,100,US,M,14160
2023,SE,FT,Machine Learning Engineer,342300,USD,342300,US,0,US,L,34230
2023,SE,FT,Machine Learning Engineer,176100,USD,176100,US,0,US,L,17610
2023,MI,FT,Data Engineer,100000,USD,100000,US,100,US,M,10000
2023,MI,FT,Data Engineer,70000,USD,70000,US,100,US,M,7000
2023,EN,FT,Data Engineer,85000,USD,85000,US,0,US,M,8500
2023,EN,FT,Data Engineer,65000,USD,65000,US,0,US,M,6500
2023,SE,FT,Data Scientist,138784,USD,138784,US,100,US,M,13878.4
2023,SE,FT,Data Scientist,83270,USD,83270,US,100,US,M,8327
2023,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M,7500
2023,EN,FT,Data Analyst,70000,USD,70000,US,0,US,M,7000
2023,SE,FT,Data Analyst,204500,USD,204500,US,0,US,M,20450
2023,SE,FT,Data Analyst,138900,USD,138900,US,0,US,M,13890
2023,SE,FT,Machine Learning Engineer,318300,USD,318300,US,100,US,M,31830
2023,SE,FT,Machine Learning Engineer,212200,USD,212200,US,100,US,M,21220
2023,SE,FT,Data Engineer,95000,USD,95000,US,100,US,M,9500
2023,SE,FT,Data Engineer,75000,USD,75000,US,100,US,M,7500
2023,SE,FT,Data Scientist,195000,USD,195000,US,0,US,M,19500
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M,16000
2023,SE,FT,Analytics Engineer,230000,USD,230000,US,0,US,M,23000
2023,SE,FT,Analytics Engineer,143200,USD,143200,US,0,US,M,14320
2023,MI,FT,Data Engineer,100000,USD,100000,US,100,US,M,10000
2023,MI,FT,Data Engineer,70000,USD,70000,US,100,US,M,7000
2023,MI,FT,Business Data Analyst,105000,USD,105000,US,50,US,L,10500
2023,MI,FT,Applied Data Scientist,1700000,INR,20670,IN,100,IN,L,170000
2023,MI,FT,Data Analyst,38000,GBP,46178,GB,0,GB,M,3800
2023,MI,FT,Data Analyst,35000,GBP,42533,GB,0,GB,M,3500
2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,14500
2023,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M,11500
2023,SE,FT,Data Analyst,168400,USD,168400,US,0,US,M,16840
2023,SE,FT,Data Analyst,105200,USD,105200,US,0,US,M,10520
2023,SE,FT,Applied Scientist,309400,USD,309400,US,0,US,L,30940
2023,SE,FT,Applied Scientist,159100,USD,159100,US,0,US,L,15910
2023,SE,FT,Machine Learning Engineer,190000,USD,190000,US,0,US,M,19000
2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,0,US,M,15000
2023,MI,FT,Data Engineer,162500,USD,162500,US,0,US,M,16250
2023,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M,13000
2023,SE,FT,Analytics Engineer,150000,USD,150000,US,100,US,M,15000
2023,SE,FT,Analytics Engineer,120000,USD,120000,US,100,US,M,12000
2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,14500
2023,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,12000
2023,SE,FT,Applied Scientist,222200,USD,222200,US,0,US,L,22220
2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,13600
2023,SE,FT,Data Analyst,45000,GBP,54685,CF,100,CF,M,4500
2023,SE,FT,Data Analyst,35000,GBP,42533,CF,100,CF,M,3500
2023,SE,FT,Data Engineer,241000,USD,241000,US,0,US,M,24100
2023,SE,FT,Data Engineer,155000,USD,155000,US,0,US,M,15500
2023,SE,FT,Data Engineer,220000,USD,220000,US,100,US,M,22000
2023,SE,FT,Data Engineer,190000,USD,190000,US,100,US,M,19000
2023,MI,FT,Data Scientist,55000,GBP,66837,GB,0,GB,M,5500
2023,MI,FT,Data Scientist,45000,GBP,54685,GB,0,GB,M,4500
2020,EX,FT,Staff Data Analyst,15000,USD,15000,NG,0,CA,M,6000
2023,MI,FT,ETL Engineer,70000,GBP,85066,GB,100,GB,M,7000
2023,MI,FT,ETL Engineer,47500,GBP,57723,GB,100,GB,M,4750
2023,EN,FT,Data Analyst,85000,USD,85000,US,100,US,M,8500
2023,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M,7500
2023,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,16000
2023,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,14000
2023,MI,FT,Machine Learning Engineer,300000,USD,300000,US,0,US,M,30000
2023,MI,FT,Machine Learning Engineer,250000,USD,250000,US,0,US,M,25000
2023,SE,FT,Data Scientist,228000,USD,228000,US,0,US,M,22800
2023,SE,FT,Data Scientist,186000,USD,186000,US,0,US,M,18600
2023,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M,19000
2023,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M,17000
2023,MI,FT,Research Engineer,230000,USD,230000,US,0,US,M,23000
2023,MI,FT,Research Engineer,200000,USD,200000,US,0,US,M,20000
2023,SE,FT,Data Architect,180000,USD,180000,US,100,US,M,18000
2023,SE,FT,Data Architect,115000,USD,115000,US,100,US,M,11500
2023,SE,FT,Data Architect,200000,USD,200000,US,100,US,M,20000
2023,SE,FT,Data Architect,115000,USD,115000,US,100,US,M,11500
2023,SE,FT,Data DevOps Engineer,50000,EUR,53654,FR,50,FR,S,5000
2023,EX,FT,Data Engineer,220000,USD,220000,US,0,US,M,22000
2023,EX,FT,Data Engineer,205000,USD,205000,US,0,US,M,20500
2023,MI,FT,Data Engineer,180000,USD,180000,US,0,US,M,18000
2023,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M,13000
2023,SE,FT,Data Engineer,200000,USD,200000,US,100,US,M,20000
2023,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M,15000
2023,SE,FT,Computer Vision Engineer,215000,USD,215000,US,0,US,M,21500
2023,SE,FT,Computer Vision Engineer,170000,USD,170000,US,0,US,M,17000
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,24750
2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,17220
2023,SE,FT,Data Scientist,224000,USD,224000,CA,0,CA,M,22400
2023,SE,FT,Data Scientist,176000,USD,176000,CA,0,CA,M,17600
2023,SE,FT,Data Analyst,120000,USD,120000,US,100,US,M,12000
2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M,7500
2023,EN,FT,Data Engineer,1400000,INR,17022,IN,100,IN,L,140000
2023,SE,FT,Applied Data Scientist,100000,AUD,68318,AU,100,FI,M,10000
2023,MI,FT,AI Developer,100000,SGD,75020,FI,0,FI,M,10000
2023,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M,14000
2023,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M,12000
2023,SE,FT,Data Engineer,128000,USD,128000,US,0,US,M,12800
2023,SE,FT,Data Engineer,81500,USD,81500,US,0,US,M,8150
2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,14500
2023,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M,11500
2023,SE,FT,Data Engineer,185000,USD,185000,US,0,US,M,18500
2023,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,14000
2023,EX,FT,Head of Data,329500,USD,329500,US,0,US,M,32950
2023,EX,FT,Head of Data,269600,USD,269600,US,0,US,M,26960
2023,SE,FT,Data Quality Analyst,100000,USD,100000,US,0,US,M,10000
2023,SE,FT,Data Quality Analyst,80000,USD,80000,US,0,US,M,8000
2023,SE,FT,Data Scientist,250000,USD,250000,US,0,US,M,25000
2023,SE,FT,Data Scientist,162500,USD,162500,US,0,US,M,16250
2023,MI,FT,AI Developer,200000,USD,200000,US,100,US,M,20000
2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,14500
2023,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,10000
2023,EX,FT,Data Engineer,145000,USD,145000,US,0,US,M,14500
2023,EX,FT,Data Engineer,115000,USD,115000,US,0,US,M,11500
2023,SE,FT,Data Scientist,203500,USD,203500,US,0,US,M,20350
2023,SE,FT,Data Scientist,152000,USD,152000,US,0,US,M,15200
2023,SE,FT,Data Scientist,239000,USD,239000,US,0,US,L,23900
2023,SE,FT,Data Scientist,122900,USD,122900,US,0,US,L,12290
2023,SE,FT,Data Scientist,237000,USD,237000,US,0,US,M,23700
2023,SE,FT,Data Scientist,145000,USD,145000,US,0,US,M,14500
2023,SE,FT,Data Science Manager,191765,USD,191765,US,0,US,M,19176.5
2023,SE,FT,Data Science Manager,134236,USD,134236,US,0,US,M,13423.6
2023,SE,FT,Analytics Engineer,190000,USD,190000,US,100,US,M,19000
2023,SE,FT,Analytics Engineer,112000,USD,112000,US,100,US,M,11200
2022,SE,FT,Data Scientist,84000,EUR,88256,ES,100,GB,L,16800
2023,EN,FT,Data Engineer,85000,USD,85000,US,0,US,M,8500
2023,EN,FT,Data Engineer,65000,USD,65000,US,0,US,M,6500
2023,SE,FT,Data Analyst,135000,USD,135000,US,0,US,M,13500
2023,SE,FT,Data Analyst,105500,USD,105500,US,0,US,M,10550
2023,SE,FT,Research Engineer,293000,USD,293000,US,0,US,M,29300
2023,SE,FT,Research Engineer,185000,USD,185000,US,0,US,M,18500
2023,SE,FT,Data Analyst,80000,USD,80000,US,0,US,M,8000
2023,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M,7000
2023,SE,FT,Data Engineer,220000,USD,220000,US,100,US,M,22000
2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,16000
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M,17500
2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M,14500
2023,SE,FT,Data Analyst,200000,USD,200000,US,0,US,M,20000
2023,SE,FT,Data Analyst,148500,USD,148500,US,0,US,M,14850
2023,SE,FT,Data Scientist,45000,EUR,48289,ES,0,ES,M,4500
2023,SE,FT,Data Scientist,36000,EUR,38631,ES,0,ES,M,3600
2023,SE,FT,Data Engineer,240500,USD,240500,US,0,US,L,24050
2023,SE,FT,Data Engineer,123700,USD,123700,US,0,US,L,12370
2023,SE,FT,Analytics Engineer,152900,USD,152900,US,100,US,M,15290
2023,SE,FT,Analytics Engineer,117100,USD,117100,US,100,US,M,11710
2023,SE,FT,Analytics Engineer,173000,USD,173000,US,100,US,M,17300
2023,SE,FT,Analytics Engineer,113000,USD,113000,US,100,US,M,11300
2023,SE,FT,Applied Scientist,260000,USD,260000,US,0,US,L,26000
2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,13600
2023,EX,FT,Data Engineer,175000,USD,175000,US,0,US,M,17500
2023,EX,FT,Data Engineer,110000,USD,110000,US,0,US,M,11000
2023,SE,FT,Applied Scientist,260000,USD,260000,US,0,US,L,26000
2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,13600
2023,SE,FT,Research Scientist,130000,USD,130000,US,100,US,M,13000
2023,SE,FT,Research Scientist,110000,USD,110000,US,100,US,M,11000
2023,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M,20500
2023,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M,18400
2023,SE,FT,Data Analyst,149500,USD,149500,US,100,US,M,14950
2023,SE,FT,Data Analyst,127075,USD,127075,US,100,US,M,12707.5
2023,SE,FT,Data Scientist,195000,USD,195000,US,0,US,M,19500
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M,16000
2023,SE,FT,Data Engineer,219535,USD,219535,US,100,US,M,21953.5
2023,SE,FT,Data Engineer,146115,USD,146115,US,100,US,M,14611.5
2023,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M,17000
2023,SE,FT,Data Scientist,135000,USD,135000,US,0,US,M,13500
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M,17500
2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M,14500
2023,SE,FT,Data Scientist,199000,USD,199000,US,0,US,M,19900
2023,SE,FT,Data Scientist,162000,USD,162000,US,0,US,M,16200
2023,SE,FT,Applied Scientist,222200,USD,222200,US,0,US,L,22220
2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,13600
2023,EX,FT,Analytics Engineer,221000,USD,221000,US,100,US,M,22100
2023,EX,FT,Analytics Engineer,153000,USD,153000,US,100,US,M,15300
2023,SE,FT,Data Analyst,187000,USD,187000,US,0,US,M,18700
2023,SE,FT,Data Analyst,128000,USD,128000,US,0,US,M,12800
2023,SE,FT,Research Scientist,210000,USD,210000,US,0,US,M,21000
2023,SE,FT,Research Scientist,136000,USD,136000,US,0,US,M,13600
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M,17500
2023,SE,FT,Data Scientist,100000,USD,100000,US,100,US,M,10000
2023,SE,FT,Data Engineer,179000,USD,179000,US,0,US,M,17900
2023,SE,FT,Data Engineer,109000,USD,109000,US,0,US,M,10900
2023,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M,24500
2023,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M,18000
2023,SE,FT,Data Analyst,142000,USD,142000,US,100,US,M,14200
2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M,7500
2023,SE,FT,Data Manager,198800,USD,198800,US,0,US,M,19880
2023,SE,FT,Data Manager,105200,USD,105200,US,0,US,M,10520
2023,SE,FT,Data Analyst,125000,USD,125000,US,100,US,M,12500
2023,SE,FT,Data Analyst,112000,USD,112000,US,100,US,M,11200
2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M,21000
2023,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M,15500
2023,SE,FT,Data Manager,115000,USD,115000,US,100,US,M,11500
2023,SE,FT,Data Manager,86000,USD,86000,US,100,US,M,8600
2023,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M,16500
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M,14000
2023,SE,FT,Data Analyst,139000,USD,139000,US,0,US,M,13900
2023,SE,FT,Data Analyst,106000,USD,106000,US,0,US,M,10600
2023,EN,FT,Data Analyst,55000,CAD,40663,CA,0,CA,L,5500
2022,SE,FT,AI Developer,275000,USD,275000,CA,0,CA,S,55000
2023,SE,FL,Machine Learning Researcher,50000,USD,50000,UA,50,UA,S,5000
2023,MI,FT,Machine Learning Engineer,280700,USD,280700,US,100,US,M,28070
2023,MI,FT,Machine Learning Engineer,150450,USD,150450,US,100,US,M,15045
2023,EN,FT,Data Scientist,70000,CAD,51753,CA,100,CA,L,7000
2023,SE,FT,Data Architect,250500,USD,250500,US,0,US,M,25050
2023,SE,FT,Data Architect,159500,USD,159500,US,0,US,M,15950
2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,14500
2023,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M,11500
2023,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M,14000
2023,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M,12000
2023,EN,FT,Data Scientist,130001,USD,130001,US,100,US,M,13000.1
2023,EN,FT,Data Scientist,71907,USD,71907,US,100,US,M,7190.7
2023,MI,FT,Data Scientist,93918,USD,93918,US,100,US,M,9391.8
2023,MI,FT,Data Scientist,51962,USD,51962,US,100,US,M,5196.2
2023,SE,FT,Data Analyst,175000,USD,175000,CA,100,CA,M,17500
2023,SE,FT,Data Analyst,135000,USD,135000,CA,100,CA,M,13500
2023,EN,FT,Data Engineer,85000,USD,85000,US,0,US,M,8500
2023,EN,FT,Data Engineer,65000,USD,65000,US,0,US,M,6500
2023,SE,FT,Machine Learning Engineer,257000,USD,257000,US,0,US,M,25700
2023,SE,FT,Machine Learning Engineer,147000,USD,147000,US,0,US,M,14700
2023,SE,FT,Data Engineer,222000,USD,222000,US,100,US,M,22200
2023,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M,17500
2023,SE,FT,Data Scientist,203000,USD,203000,US,100,US,M,20300
2023,SE,FT,Data Scientist,133200,USD,133200,US,100,US,M,13320
2023,EN,FT,Applied Scientist,213660,USD,213660,US,0,US,L,21366
2023,EN,FT,Applied Scientist,130760,USD,130760,US,0,US,L,13076
2023,SE,FT,Data Engineer,221000,USD,221000,US,0,US,M,22100
2023,SE,FT,Data Engineer,147000,USD,147000,US,0,US,M,14700
2023,SE,FT,Data Quality Analyst,100000,USD,100000,US,0,US,M,10000
2023,SE,FT,Data Quality Analyst,80000,USD,80000,US,0,US,M,8000
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,18590
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,12930
2023,SE,FT,Data Scientist,238000,USD,238000,US,100,US,M,23800
2023,SE,FT,Data Scientist,156000,USD,156000,US,100,US,M,15600
2023,SE,FT,Machine Learning Engineer,304000,USD,304000,US,100,US,M,30400
2023,SE,FT,Machine Learning Engineer,199000,USD,199000,US,100,US,M,19900
2023,MI,FT,Big Data Engineer,45000,EUR,48289,ES,100,ES,M,4500
2023,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M,15000
2023,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,13000
2023,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,14000
2023,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M,11000
2023,MI,FT,Data Analyst,90000,USD,90000,US,0,US,M,9000
2023,MI,FT,Data Analyst,75000,USD,75000,US,0,US,M,7500
2023,MI,FT,Research Scientist,161200,GBP,195895,GB,0,GB,M,16120
2023,MI,FT,Research Scientist,84570,GBP,102772,GB,0,GB,M,8457
2023,SE,FT,Data Engineer,240000,USD,240000,US,0,US,M,24000
2023,SE,FT,Data Engineer,183600,USD,183600,US,0,US,M,18360
2023,MI,FT,Data Specialist,130000,USD,130000,US,0,US,M,13000
2023,MI,FT,Data Specialist,80000,USD,80000,US,0,US,M,8000
